% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (9.251000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.534576583e+01 +8.534576583e+01 +1.778557658e+02 +1.778557658e+02 +1.3752e+00 -1.9945e+00 +3.3812e+00 -3.9782e+00 +4.8309e+00 -3.5372e-01 -2.1044e-01 -1.9391e-01 +3.9783e+00 -2.4064e+00 -3.6671e+00 -3.3662e+00 -1.7832e+00 -3.3480e+00 -1.4230e+00 +5.0639e-02 -2.3827e-01 +1.7406e+00 -3.2676e+00 +1.5656e+00
% function evaluation | noise-free fitness - Fopt (1.660100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.602998582e+01 +8.602998582e+01 +2.520399858e+02 +2.520399858e+02 -4.9574e-02 -3.8530e+00 -3.1357e+00 -5.1542e-01 +4.6105e+00 +4.7196e+00 +3.5772e+00 -4.7172e+00 +2.4711e+00 +2.6782e-01 +1.1577e+00 -4.4019e+00 +2.8474e+00 -4.2333e+00 +4.6443e+00 +2.8569e+00 -4.0278e+00 +1.5598e+00 +2.1018e+00 +2.7496e+00
% function evaluation | noise-free fitness - Fopt (2.147600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.343238866e+01 +8.343238866e+01 +2.981923887e+02 +2.981923887e+02 +2.5744e+00 -3.5322e+00 -4.0823e+00 -1.3478e+00 +1.1958e+00 +8.0187e-01 +4.6882e+00 -1.2517e+00 -8.0559e-01 +1.0034e+00 +8.7742e-01 -1.6088e+00 -4.8171e-01 +4.7311e+00 -6.1380e-02 +1.1853e-03 -3.3871e-02 -3.1220e+00 -1.2359e+00 +2.5467e+00
% function evaluation | noise-free fitness - Fopt (-6.100000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.449563902e+01 +8.449563902e+01 +7.839563902e+01 +7.839563902e+01 -3.8361e+00 -2.8420e+00 -1.5652e+00 +3.2390e-01 -2.2329e+00 -4.2999e+00 +1.2101e+00 -1.2341e+00 +6.6673e-01 +9.5205e-02 +3.4580e+00 -1.8508e+00 -2.1871e-02 +1.5752e+00 -2.1581e+00 -3.0805e+00 -2.4352e+00 +4.7525e+00 +3.2619e+00 +3.2240e+00
% function evaluation | noise-free fitness - Fopt (-5.653000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.403058763e+01 +8.403058763e+01 +2.750058763e+01 +2.750058763e+01 +5.8677e-01 -2.0394e+00 +4.9339e+00 -1.1137e+00 +1.7056e+00 -2.9531e+00 +5.0436e-01 +2.1340e+00 +1.1080e+00 +7.1032e-01 +3.1440e+00 +1.0765e+00 +2.2762e+00 -3.1700e+00 +2.7396e+00 +1.6930e+00 +2.2703e+00 +3.5488e+00 -4.0236e+00 -4.6425e+00
% function evaluation | noise-free fitness - Fopt (-8.703600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.596242579e+01 +8.596242579e+01 -7.843975742e+02 -7.843975742e+02 -4.4324e+00 -2.8669e+00 +2.9173e+00 -4.8274e+00 +2.6169e+00 +2.8988e-01 -4.3048e+00 -3.1074e+00 -3.9374e+00 -3.1956e-01 +1.8044e+00 +8.4104e-01 +1.4286e+00 +1.7484e+00 -4.2909e+00 -3.2245e-01 +4.9757e-01 +1.2834e+00 -3.9443e+00 +4.6636e+00
